timestamp,meta_site,meta_sex,meta_n_samples,meta_k_features,meta_n_estimators,meta_min_samples_leaf,meta_min_samples_split,meta_outer_cv_fold_count,meta_inner_cv_fold_count,meta_optuna_trials,metric_acc,metric_std_acc,metric_auc,metric_std_auc,metric_f1,metric_std_f1,metric_sens,metric_std_sens,metric_spec,metric_std_spec,cfg_notes,cfg_stage
2025-11-05 12:27:02,ALL,ALL,1100,1000,1000,1,2,,,,0.6663636363636363,0.03260076559462017,0.7322823568354849,0.039554909536551525,0.6270676231068231,0.03047767173542278,0.5811320754716982,0.024309620239104004,0.7456140350877193,0.049621528504319126,,baseline
